campaignid,startdate,enddate,channel,impressions,clicks,leads,conversions,cost_usd,revenue_usd,roi,campaign_duration,profit,roas,profit_margin,ctr,lead_conversion_rate,customer_conversion_rate,cpc,cpl,cpa,start_year,start_month,start_month_name,quarter,weekday
CAMP08482,2025-04-15,2025-04-23,Display,151367,7949,1049,392,2013.31,4003.48,0.99,8,1990.17,1.99,49.71,5.25,13.2,37.37,0.25,1.92,5.14,2025,4,April,2,Tuesday
CAMP08483,2025-01-27,2025-02-08,Social,292965,9521,1676,543,3528.19,9339.16,1.65,12,5810.969999999999,2.65,62.22,3.25,17.6,32.4,0.37,2.11,6.5,2025,1,January,1,Monday
CAMP08484,2025-08-15,2025-08-27,Search,47372,3038,887,276,1968.66,4196.12,1.13,12,2227.46,2.13,53.08,6.41,29.2,31.12,0.65,2.22,7.13,2025,8,August,3,Friday
CAMP08485,2025-01-02,2025-01-13,Email,26833,558,220,109,2473.4,5378.81,1.17,11,2905.4100000000003,2.17,54.02,2.08,39.43,49.55,4.43,11.24,22.69,2025,1,January,1,Thursday
CAMP08486,2025-12-25,2026-01-09,Search,58990,3957,918,341,2771.74,3310.98,0.19,15,539.2400000000002,1.19,16.29,6.71,23.2,37.15,0.7,3.02,8.13,2025,12,December,4,Thursday
CAMP08487,2025-04-11,2025-04-17,Social,265749,24013,3529,1053,1763.17,2999.59,0.7,6,1236.42,1.7,41.22,9.04,14.7,29.84,0.07,0.5,1.67,2025,4,April,2,Friday
CAMP08488,2025-01-21,2025-01-31,Search,44498,3491,790,414,473.97,1229.02,1.59,10,755.05,2.59,61.44,7.85,22.63,52.41,0.14,0.6,1.14,2025,1,January,1,Tuesday
CAMP08489,2025-02-27,2025-03-09,Display,130829,8952,3202,980,2603.4,5645.48,1.17,10,3042.0799999999995,2.17,53.89,6.84,35.77,30.61,0.29,0.81,2.66,2025,2,February,1,Thursday
CAMP08490,2025-06-29,2025-07-10,Search,53547,4575,1907,430,2490.28,4359.58,0.75,11,1869.2999999999997,1.75,42.88,8.54,41.68,22.55,0.54,1.31,5.79,2025,6,June,2,Sunday
CAMP08491,2025-12-07,2025-12-17,Influencer,147140,11136,5465,2291,2189.81,4077.58,0.86,10,1887.77,1.86,46.3,7.57,49.08,41.92,0.2,0.4,0.96,2025,12,December,4,Sunday
CAMP08492,2025-12-15,2025-12-21,Social,150328,8669,3506,1092,1003.98,1236.69,0.23,6,232.71000000000004,1.23,18.82,5.77,40.44,31.15,0.12,0.29,0.92,2025,12,December,4,Monday
CAMP08493,2025-01-20,2025-02-01,Influencer,199793,11367,3374,681,356.26,374.95,0.05,12,18.689999999999998,1.05,4.98,5.69,29.68,20.18,0.03,0.11,0.52,2025,1,January,1,Monday
CAMP08494,2025-09-12,2025-09-20,Search,169036,3318,720,288,4150.53,5347.78,0.29,8,1197.25,1.29,22.39,1.96,21.7,40.0,1.25,5.76,14.41,2025,9,September,3,Friday
CAMP08495,2025-11-13,2025-11-26,Influencer,10830,531,250,139,2708.35,4315.53,0.59,13,1607.1799999999998,1.59,37.24,4.9,47.08,55.6,5.1,10.83,19.48,2025,11,November,4,Thursday
CAMP08496,2025-02-07,2025-02-19,Email,283012,16137,5061,2316,4903.43,7680.44,0.57,12,2777.0099999999993,1.57,36.16,5.7,31.36,45.76,0.3,0.97,2.12,2025,2,February,1,Friday
CAMP08497,2025-05-28,2025-06-04,Search,142751,7464,2802,580,4891.34,11769.99,1.41,7,6878.65,2.41,58.44,5.23,37.54,20.7,0.66,1.75,8.43,2025,5,May,2,Wednesday
CAMP08498,2025-01-25,2025-02-01,Influencer,18989,1516,438,153,2942.36,3886.58,0.32,7,944.2199999999998,1.32,24.29,7.98,28.89,34.93,1.94,6.72,19.23,2025,1,January,1,Saturday
CAMP08499,2025-05-01,2025-05-13,Display,259341,6350,1249,373,2501.6,6299.9,1.52,12,3798.2999999999997,2.52,60.29,2.45,19.67,29.86,0.39,2.0,6.71,2025,5,May,2,Thursday
CAMP08500,2025-01-26,2025-02-01,Search,245494,20017,6380,2986,1013.61,2451.07,1.42,6,1437.46,2.42,58.65,8.15,31.87,46.8,0.05,0.16,0.34,2025,1,January,1,Sunday
CAMP08501,2025-06-18,2025-07-01,Email,127850,9812,4277,1637,1958.75,2551.99,0.3,13,593.2399999999998,1.3,23.25,7.67,43.59,38.27,0.2,0.46,1.2,2025,6,June,2,Wednesday
CAMP08502,2025-11-19,2025-11-27,Display,60701,5528,1400,376,3948.61,9166.03,1.32,8,5217.42,2.32,56.92,9.11,25.33,26.86,0.71,2.82,10.5,2025,11,November,4,Wednesday
CAMP08503,2025-08-13,2025-08-23,Search,225170,9819,3608,1380,4819.8,7980.47,0.66,10,3160.67,1.66,39.61,4.36,36.75,38.25,0.49,1.34,3.49,2025,8,August,3,Wednesday
CAMP08504,2025-01-01,2025-01-08,Display,282063,7302,853,488,3039.16,3685.44,0.21,7,646.2800000000002,1.21,17.54,2.59,11.68,57.21,0.42,3.56,6.23,2025,1,January,1,Wednesday
CAMP08505,2025-11-03,2025-11-10,Search,118916,9308,4417,1609,3122.75,7013.36,1.25,7,3890.6099999999997,2.25,55.47,7.83,47.45,36.43,0.34,0.71,1.94,2025,11,November,4,Monday
CAMP08506,2025-09-18,2025-09-25,Search,147108,9261,4519,2477,4718.04,12201.21,1.59,7,7483.169999999999,2.59,61.33,6.3,48.8,54.81,0.51,1.04,1.9,2025,9,September,3,Thursday
CAMP08507,2025-01-13,2025-01-28,Social,226046,16755,4264,1663,722.01,2111.81,1.92,15,1389.8,2.92,65.81,7.41,25.45,39.0,0.04,0.17,0.43,2025,1,January,1,Monday
CAMP08508,2025-02-17,2025-03-03,Influencer,25999,2592,775,389,3098.02,6506.98,1.1,14,3408.9599999999996,2.1,52.39,9.97,29.9,50.19,1.2,4.0,7.96,2025,2,February,1,Monday
CAMP08509,2025-11-09,2025-11-15,Search,245348,6749,1108,569,2968.6,6331.72,1.13,6,3363.1200000000003,2.13,53.12,2.75,16.42,51.35,0.44,2.68,5.22,2025,11,November,4,Sunday
CAMP08510,2025-10-18,2025-10-30,Email,244695,11499,2052,1034,1104.97,2128.63,0.93,12,1023.6600000000001,1.93,48.09,4.7,17.85,50.39,0.1,0.54,1.07,2025,10,October,4,Saturday
CAMP08511,2025-11-28,2025-12-11,Influencer,46543,1272,433,197,3891.7,6293.6,0.62,13,2401.9000000000005,1.62,38.16,2.73,34.04,45.5,3.06,8.99,19.75,2025,11,November,4,Friday
CAMP08512,2025-04-04,2025-04-16,Social,253519,22171,7777,4518,684.09,879.88,0.29,12,195.78999999999996,1.29,22.25,8.75,35.08,58.09,0.03,0.09,0.15,2025,4,April,2,Friday
CAMP08513,2025-09-18,2025-10-02,Influencer,207985,2397,567,324,409.89,655.98,0.6,14,246.09000000000003,1.6,37.51,1.15,23.65,57.14,0.17,0.72,1.27,2025,9,September,3,Thursday
CAMP08514,2025-10-05,2025-10-12,Influencer,158860,3521,878,281,2482.06,4139.85,0.67,7,1657.7900000000004,1.67,40.04,2.22,24.94,32.0,0.7,2.83,8.83,2025,10,October,4,Sunday
CAMP08515,2025-12-25,2026-01-05,Search,126764,4095,1238,591,1568.63,3878.49,1.47,11,2309.8599999999997,2.47,59.56,3.23,30.23,47.74,0.38,1.27,2.65,2025,12,December,4,Thursday
CAMP08516,2025-07-24,2025-08-08,Email,65048,5166,2458,1145,2237.07,2812.97,0.26,15,575.8999999999996,1.26,20.47,7.94,47.58,46.58,0.43,0.91,1.95,2025,7,July,3,Thursday
CAMP08517,2025-07-04,2025-07-18,Search,167829,11170,1785,499,651.69,895.12,0.37,14,243.42999999999995,1.37,27.2,6.66,15.98,27.96,0.06,0.37,1.31,2025,7,July,3,Friday
CAMP08518,2025-06-24,2025-06-30,Email,184347,8291,2658,813,2316.77,6821.11,1.94,6,4504.34,2.94,66.04,4.5,32.06,30.59,0.28,0.87,2.85,2025,6,June,2,Tuesday
CAMP08519,2025-11-05,2025-11-13,Email,113192,2748,338,109,2254.06,2573.68,0.14,8,319.6199999999999,1.14,12.42,2.43,12.3,32.25,0.82,6.67,20.68,2025,11,November,4,Wednesday
CAMP08520,2025-03-10,2025-03-20,Display,291468,11351,3216,1069,4836.09,13824.73,1.86,10,8988.64,2.86,65.02,3.89,28.33,33.24,0.43,1.5,4.52,2025,3,March,1,Monday
CAMP08521,2025-04-14,2025-04-29,Search,164806,12674,3281,1777,3640.59,4706.25,0.29,15,1065.6599999999999,1.29,22.64,7.69,25.89,54.16,0.29,1.11,2.05,2025,4,April,2,Monday
CAMP08522,2025-09-03,2025-09-12,Social,99364,4409,730,367,4610.32,9558.15,1.07,9,4947.83,2.07,51.77,4.44,16.56,50.27,1.05,6.32,12.56,2025,9,September,3,Wednesday
CAMP08523,2025-06-10,2025-06-23,Influencer,159168,8218,1360,711,3928.05,7040.82,0.79,13,3112.7699999999995,1.79,44.21,5.16,16.55,52.28,0.48,2.89,5.52,2025,6,June,2,Tuesday
CAMP08524,2025-07-19,2025-08-02,Display,188214,12191,3413,1929,3960.43,7129.9,0.8,14,3169.47,1.8,44.45,6.48,28.0,56.52,0.32,1.16,2.05,2025,7,July,3,Saturday
CAMP08525,2025-08-04,2025-08-12,Social,99984,9214,1387,562,4342.07,10435.76,1.4,8,6093.6900000000005,2.4,58.39,9.22,15.05,40.52,0.47,3.13,7.73,2025,8,August,3,Monday
CAMP08526,2025-07-31,2025-08-09,Search,249718,8118,1769,944,1353.87,3130.0,1.31,9,1776.13,2.31,56.75,3.25,21.79,53.36,0.17,0.77,1.43,2025,7,July,3,Thursday
CAMP08527,2025-01-16,2025-01-24,Email,81986,4125,530,253,2190.9,6323.12,1.89,8,4132.219999999999,2.89,65.35,5.03,12.85,47.74,0.53,4.13,8.66,2025,1,January,1,Thursday
CAMP08528,2025-11-28,2025-12-10,Search,233200,8845,1936,747,4388.53,10693.53,1.44,12,6305.000000000001,2.44,58.96,3.79,21.89,38.58,0.5,2.27,5.87,2025,11,November,4,Friday
CAMP08529,2025-07-24,2025-08-05,Search,61698,3205,1004,278,427.91,947.42,1.21,12,519.51,2.21,54.83,5.19,31.33,27.69,0.13,0.43,1.54,2025,7,July,3,Thursday
CAMP08530,2025-12-31,2026-01-07,Display,55502,4033,1603,596,370.12,500.31,0.35,7,130.19,1.35,26.02,7.27,39.75,37.18,0.09,0.23,0.62,2025,12,December,4,Wednesday
CAMP08531,2025-02-08,2025-02-13,Social,240718,12850,5553,1569,3274.95,6396.87,0.95,5,3121.92,1.95,48.8,5.34,43.21,28.25,0.25,0.59,2.09,2025,2,February,1,Saturday
CAMP08532,2025-03-30,2025-04-09,Display,184056,15664,3683,1159,4556.84,9087.89,0.99,10,4531.049999999999,1.99,49.86,8.51,23.51,31.47,0.29,1.24,3.93,2025,3,March,1,Sunday
CAMP08533,2025-09-13,2025-09-19,Social,43202,2583,1228,384,3991.59,9091.8,1.28,6,5100.209999999999,2.28,56.1,5.98,47.54,31.27,1.55,3.25,10.39,2025,9,September,3,Saturday
CAMP08534,2025-09-11,2025-09-17,Display,66445,2971,583,294,4015.17,6954.72,0.73,6,2939.55,1.73,42.27,4.47,19.62,50.43,1.35,6.89,13.66,2025,9,September,3,Thursday
CAMP08535,2025-08-04,2025-08-11,Influencer,90869,7306,966,389,1863.88,2405.82,0.29,7,541.94,1.29,22.53,8.04,13.22,40.27,0.26,1.93,4.79,2025,8,August,3,Monday
CAMP08536,2025-10-30,2025-11-11,Email,219271,10704,5030,2601,2999.33,8268.99,1.76,12,5269.66,2.76,63.73,4.88,46.99,51.71,0.28,0.6,1.15,2025,10,October,4,Thursday
CAMP08537,2025-06-21,2025-06-28,Email,256758,14481,4574,2520,3880.29,4131.86,0.06,7,251.5699999999997,1.06,6.09,5.64,31.59,55.09,0.27,0.85,1.54,2025,6,June,2,Saturday
CAMP08538,2025-05-17,2025-05-28,Email,186044,18515,4453,1980,3989.33,5066.06,0.27,11,1076.7300000000005,1.27,21.25,9.95,24.05,44.46,0.22,0.9,2.01,2025,5,May,2,Saturday
CAMP08539,2025-06-27,2025-07-11,Influencer,145607,11761,5401,1959,2944.86,5631.48,0.91,14,2686.6199999999994,1.91,47.71,8.08,45.92,36.27,0.25,0.55,1.5,2025,6,June,2,Friday
CAMP08540,2025-03-18,2025-04-01,Influencer,23679,2059,844,458,4021.87,11171.14,1.78,14,7149.2699999999995,2.78,64.0,8.7,40.99,54.27,1.95,4.77,8.78,2025,3,March,1,Tuesday
CAMP08541,2025-07-07,2025-07-20,Email,119691,7583,3283,1401,232.01,279.59,0.21,13,47.579999999999984,1.21,17.02,6.34,43.29,42.67,0.03,0.07,0.17,2025,7,July,3,Monday
CAMP08542,2025-01-15,2025-01-27,Email,93901,3881,841,456,4718.7,11680.2,1.48,12,6961.500000000001,2.48,59.6,4.13,21.67,54.22,1.22,5.61,10.35,2025,1,January,1,Wednesday
CAMP08543,2025-10-19,2025-10-24,Social,212353,21068,9467,2898,4365.83,6867.63,0.57,5,2501.8,1.57,36.43,9.92,44.94,30.61,0.21,0.46,1.51,2025,10,October,4,Sunday
CAMP08544,2025-11-15,2025-11-26,Social,136102,4350,1565,667,354.54,408.38,0.15,11,53.839999999999975,1.15,13.18,3.2,35.98,42.62,0.08,0.23,0.53,2025,11,November,4,Saturday
CAMP08545,2025-11-21,2025-12-02,Search,63996,5667,2239,637,2154.7,6011.46,1.79,11,3856.76,2.79,64.16,8.86,39.51,28.45,0.38,0.96,3.38,2025,11,November,4,Friday
CAMP08546,2025-08-02,2025-08-14,Display,247372,22762,5120,2454,4605.44,13562.05,1.94,12,8956.61,2.94,66.04,9.2,22.49,47.93,0.2,0.9,1.88,2025,8,August,3,Saturday
CAMP08547,2025-07-27,2025-08-10,Social,87805,7338,1452,631,2612.69,3301.63,0.26,14,688.94,1.26,20.87,8.36,19.79,43.46,0.36,1.8,4.14,2025,7,July,3,Sunday
CAMP08548,2025-06-18,2025-06-27,Social,61644,1249,328,138,548.11,1530.4,1.79,9,982.2900000000001,2.79,64.19,2.03,26.26,42.07,0.44,1.67,3.97,2025,6,June,2,Wednesday
CAMP08549,2025-11-26,2025-12-10,Social,131238,11400,3762,1714,4835.95,11104.33,1.3,14,6268.38,2.3,56.45,8.69,33.0,45.56,0.42,1.29,2.82,2025,11,November,4,Wednesday
CAMP08550,2025-10-07,2025-10-20,Social,26227,1829,670,234,1856.61,2604.74,0.4,13,748.1299999999999,1.4,28.72,6.97,36.63,34.93,1.02,2.77,7.93,2025,10,October,4,Tuesday
CAMP08551,2025-11-01,2025-11-14,Influencer,97238,6930,2073,573,2629.61,6161.32,1.34,13,3531.7099999999996,2.34,57.32,7.13,29.91,27.64,0.38,1.27,4.59,2025,11,November,4,Saturday
CAMP08552,2025-05-26,2025-06-07,Search,154746,12501,4744,2479,3196.58,8383.63,1.62,12,5187.049999999999,2.62,61.87,8.08,37.95,52.26,0.26,0.67,1.29,2025,5,May,2,Monday
CAMP08553,2025-09-20,2025-09-30,Social,205502,11127,4265,1508,4178.94,8306.09,0.99,10,4127.150000000001,1.99,49.69,5.41,38.33,35.36,0.38,0.98,2.77,2025,9,September,3,Saturday
CAMP08554,2025-01-04,2025-01-14,Display,9596,326,119,70,4378.3,12340.98,1.82,10,7962.679999999999,2.82,64.52,3.4,36.5,58.82,13.43,36.79,62.55,2025,1,January,1,Saturday
CAMP08555,2025-03-31,2025-04-05,Social,21588,1332,266,104,3300.14,6788.41,1.06,5,3488.27,2.06,51.39,6.17,19.97,39.1,2.48,12.41,31.73,2025,3,March,1,Monday
CAMP08556,2025-03-01,2025-03-11,Influencer,163298,3230,899,356,4747.25,6507.77,0.37,10,1760.5200000000004,1.37,27.05,1.98,27.83,39.6,1.47,5.28,13.33,2025,3,March,1,Saturday
CAMP08557,2025-11-07,2025-11-15,Email,279597,19776,8034,3785,1173.19,2837.49,1.42,8,1664.2999999999997,2.42,58.65,7.07,40.62,47.11,0.06,0.15,0.31,2025,11,November,4,Friday
CAMP08558,2025-01-16,2025-01-24,Email,95117,5085,2312,1078,4533.69,10671.32,1.35,8,6137.63,2.35,57.52,5.35,45.47,46.63,0.89,1.96,4.21,2025,1,January,1,Thursday
CAMP08559,2025-08-15,2025-08-21,Search,291668,16102,4838,1316,1031.45,2352.6,1.28,6,1321.1499999999999,2.28,56.16,5.52,30.05,27.2,0.06,0.21,0.78,2025,8,August,3,Friday
CAMP08560,2025-01-29,2025-02-13,Email,298987,7990,3952,1220,4482.76,12371.02,1.76,15,7888.26,2.76,63.76,2.67,49.46,30.87,0.56,1.13,3.67,2025,1,January,1,Wednesday
CAMP08561,2025-05-31,2025-06-08,Social,68140,934,158,46,1157.83,2380.37,1.06,8,1222.54,2.06,51.36,1.37,16.92,29.11,1.24,7.33,25.17,2025,5,May,2,Saturday
CAMP08562,2025-09-02,2025-09-11,Influencer,17744,1153,218,48,3624.32,8729.03,1.41,9,5104.710000000001,2.41,58.48,6.5,18.91,22.02,3.14,16.63,75.51,2025,9,September,3,Tuesday
CAMP08563,2025-09-27,2025-10-06,Search,111320,7713,2192,458,4103.09,11937.2,1.91,9,7834.110000000001,2.91,65.63,6.93,28.42,20.89,0.53,1.87,8.96,2025,9,September,3,Saturday
CAMP08564,2025-03-20,2025-03-29,Social,143554,7873,2389,1094,2013.59,2568.39,0.28,9,554.8,1.28,21.6,5.48,30.34,45.79,0.26,0.84,1.84,2025,3,March,1,Thursday
CAMP08565,2025-10-16,2025-10-24,Email,252859,19954,5383,2150,656.14,1163.37,0.77,8,507.2299999999999,1.77,43.6,7.89,26.98,39.94,0.03,0.12,0.31,2025,10,October,4,Thursday
CAMP08566,2025-06-02,2025-06-07,Display,225282,13682,3723,2076,1876.31,2697.29,0.44,5,820.98,1.44,30.44,6.07,27.21,55.76,0.14,0.5,0.9,2025,6,June,2,Monday
CAMP08567,2025-10-04,2025-10-18,Social,150102,12959,3821,1223,401.95,662.28,0.65,14,260.33,1.65,39.31,8.63,29.49,32.01,0.03,0.11,0.33,2025,10,October,4,Saturday
CAMP08568,2025-10-06,2025-10-18,Display,155117,5573,1271,654,3330.61,6731.7,1.02,12,3401.0899999999997,2.02,50.52,3.59,22.81,51.46,0.6,2.62,5.09,2025,10,October,4,Monday
CAMP08569,2025-02-26,2025-03-05,Display,294279,9381,1429,344,3516.14,9461.3,1.69,7,5945.16,2.69,62.84,3.19,15.23,24.07,0.37,2.46,10.22,2025,2,February,1,Wednesday
CAMP08570,2025-07-05,2025-07-11,Search,186749,6256,3018,1589,1414.8,2545.25,0.8,6,1130.45,1.8,44.41,3.35,48.24,52.65,0.23,0.47,0.89,2025,7,July,3,Saturday
CAMP08571,2025-04-03,2025-04-16,Influencer,231505,2950,1233,700,3292.81,6966.99,1.12,13,3674.18,2.12,52.74,1.27,41.8,56.77,1.12,2.67,4.7,2025,4,April,2,Thursday
CAMP08572,2025-10-03,2025-10-14,Email,280877,25575,10893,4912,386.7,1014.88,1.62,11,628.1800000000001,2.62,61.9,9.11,42.59,45.09,0.02,0.04,0.08,2025,10,October,4,Friday
CAMP08573,2025-06-07,2025-06-20,Email,198185,19803,4871,2408,254.52,726.98,1.86,13,472.46000000000004,2.86,64.99,9.99,24.6,49.44,0.01,0.05,0.11,2025,6,June,2,Saturday
CAMP08574,2025-10-02,2025-10-08,Social,90160,7527,1968,1171,2099.24,3567.3,0.7,6,1468.0600000000004,1.7,41.15,8.35,26.15,59.5,0.28,1.07,1.79,2025,10,October,4,Thursday
CAMP08575,2025-06-30,2025-07-13,Email,114318,5388,2555,897,2473.77,3354.21,0.36,13,880.44,1.36,26.25,4.71,47.42,35.11,0.46,0.97,2.76,2025,6,June,2,Monday
CAMP08576,2025-12-25,2026-01-08,Search,191952,8033,3929,831,191.19,413.79,1.16,14,222.60000000000002,2.16,53.8,4.18,48.91,21.15,0.02,0.05,0.23,2025,12,December,4,Thursday
CAMP08577,2025-03-18,2025-03-31,Email,41382,3299,1573,744,2990.59,8348.39,1.79,13,5357.799999999999,2.79,64.18,7.97,47.68,47.3,0.91,1.9,4.02,2025,3,March,1,Tuesday
CAMP08578,2025-05-31,2025-06-15,Social,54999,3074,1097,225,4180.5,6258.04,0.5,15,2077.54,1.5,33.2,5.59,35.69,20.51,1.36,3.81,18.58,2025,5,May,2,Saturday
CAMP08579,2025-08-26,2025-09-08,Email,265820,25133,4953,2116,2111.5,4220.67,1.0,13,2109.17,2.0,49.97,9.45,19.71,42.72,0.08,0.43,1.0,2025,8,August,3,Tuesday
CAMP08580,2025-10-16,2025-10-30,Influencer,171544,6031,2062,905,3760.55,7415.56,0.97,14,3655.01,1.97,49.29,3.52,34.19,43.89,0.62,1.82,4.16,2025,10,October,4,Thursday
CAMP08581,2025-08-19,2025-09-02,Display,224746,8797,2952,1280,840.51,2398.97,1.85,14,1558.4599999999998,2.85,64.96,3.91,33.56,43.36,0.1,0.28,0.66,2025,8,August,3,Tuesday
CAMP08582,2025-01-18,2025-01-26,Display,271037,27075,12543,3341,2694.97,5156.6,0.91,8,2461.6300000000006,1.91,47.74,9.99,46.33,26.64,0.1,0.21,0.81,2025,1,January,1,Saturday
CAMP08583,2025-03-14,2025-03-28,Display,213181,20899,4695,1082,3966.86,8221.38,1.07,14,4254.519999999999,2.07,51.75,9.8,22.47,23.05,0.19,0.84,3.67,2025,3,March,1,Friday
CAMP08584,2025-07-08,2025-07-15,Influencer,212871,19087,3440,1937,3442.0,4393.74,0.28,7,951.7399999999998,1.28,21.66,8.97,18.02,56.31,0.18,1.0,1.78,2025,7,July,3,Tuesday
CAMP08585,2025-01-17,2025-01-27,Search,106298,4933,1017,423,3920.29,7513.12,0.92,10,3592.83,1.92,47.82,4.64,20.62,41.59,0.79,3.85,9.27,2025,1,January,1,Friday
CAMP08586,2025-01-19,2025-01-26,Social,173373,14803,2920,961,3633.56,6117.42,0.68,7,2483.86,1.68,40.6,8.54,19.73,32.91,0.25,1.24,3.78,2025,1,January,1,Sunday
CAMP08587,2025-08-07,2025-08-22,Influencer,235876,8374,3009,1530,693.04,1000.28,0.44,15,307.24,1.44,30.72,3.55,35.93,50.85,0.08,0.23,0.45,2025,8,August,3,Thursday
CAMP08588,2025-11-22,2025-12-05,Social,244133,8038,3415,1941,603.08,1216.62,1.02,13,613.5399999999998,2.02,50.43,3.29,42.49,56.84,0.08,0.18,0.31,2025,11,November,4,Saturday
CAMP08589,2025-04-30,2025-05-07,Search,117696,6965,1722,622,4880.16,12404.27,1.54,7,7524.110000000001,2.54,60.66,5.92,24.72,36.12,0.7,2.83,7.85,2025,4,April,2,Wednesday
CAMP08590,2025-04-11,2025-04-17,Influencer,64087,5602,955,228,2463.3,3333.83,0.35,6,870.5299999999997,1.35,26.11,8.74,17.05,23.87,0.44,2.58,10.8,2025,4,April,2,Friday
CAMP08591,2025-02-03,2025-02-15,Email,238793,4482,1063,507,3688.74,4733.17,0.28,12,1044.4300000000003,1.28,22.07,1.88,23.72,47.7,0.82,3.47,7.28,2025,2,February,1,Monday
CAMP08592,2025-03-25,2025-04-04,Search,199794,12162,3875,2181,3439.52,4294.55,0.25,10,855.0300000000002,1.25,19.91,6.09,31.86,56.28,0.28,0.89,1.58,2025,3,March,1,Tuesday
CAMP08593,2025-07-15,2025-07-27,Display,138738,9000,3292,1949,317.04,800.9,1.53,12,483.85999999999996,2.53,60.41,6.49,36.58,59.2,0.04,0.1,0.16,2025,7,July,3,Tuesday
CAMP08594,2025-11-26,2025-12-07,Influencer,112705,7008,2241,1177,2533.57,6526.88,1.58,11,3993.31,2.58,61.18,6.22,31.98,52.52,0.36,1.13,2.15,2025,11,November,4,Wednesday
CAMP08595,2025-07-21,2025-07-28,Search,58513,1735,351,107,2654.72,7373.31,1.78,7,4718.59,2.78,64.0,2.97,20.23,30.48,1.53,7.56,24.81,2025,7,July,3,Monday
CAMP08596,2025-12-10,2025-12-22,Search,119307,1881,878,301,4062.09,11894.87,1.93,12,7832.780000000001,2.93,65.85,1.58,46.68,34.28,2.16,4.63,13.5,2025,12,December,4,Wednesday
CAMP08597,2025-12-07,2025-12-21,Influencer,208760,18903,5200,1324,4814.68,8448.9,0.75,14,3634.2199999999993,1.75,43.01,9.05,27.51,25.46,0.25,0.93,3.64,2025,12,December,4,Sunday
CAMP08598,2025-01-11,2025-01-16,Display,283313,17482,4957,2404,1518.21,2551.93,0.68,5,1033.7199999999998,1.68,40.51,6.17,28.35,48.5,0.09,0.31,0.63,2025,1,January,1,Saturday
CAMP08599,2025-12-13,2025-12-18,Display,252831,20001,9739,2607,388.37,1158.49,1.98,5,770.12,2.98,66.48,7.91,48.69,26.77,0.02,0.04,0.15,2025,12,December,4,Saturday
CAMP08600,2025-08-06,2025-08-20,Search,22668,970,433,161,2428.99,3119.51,0.28,14,690.5200000000004,1.28,22.14,4.28,44.64,37.18,2.5,5.61,15.09,2025,8,August,3,Wednesday
CAMP08601,2025-09-10,2025-09-22,Social,240715,3327,1405,579,246.25,266.8,0.08,12,20.55000000000001,1.08,7.7,1.38,42.23,41.21,0.07,0.18,0.43,2025,9,September,3,Wednesday
CAMP08602,2025-08-10,2025-08-23,Search,56810,1895,327,115,1988.55,3520.36,0.77,13,1531.8100000000002,1.77,43.51,3.34,17.26,35.17,1.05,6.08,17.29,2025,8,August,3,Sunday
CAMP08603,2025-03-21,2025-04-04,Influencer,223444,3709,1614,419,1438.98,1692.39,0.18,14,253.41000000000008,1.18,14.97,1.66,43.52,25.96,0.39,0.89,3.43,2025,3,March,1,Friday
CAMP08604,2025-01-07,2025-01-17,Influencer,123700,2108,594,187,1290.58,2279.8,0.77,10,989.2200000000003,1.77,43.39,1.7,28.18,31.48,0.61,2.17,6.9,2025,1,January,1,Tuesday
CAMP08605,2025-09-29,2025-10-08,Influencer,23362,684,125,56,107.89,196.7,0.82,9,88.80999999999999,1.82,45.15,2.93,18.27,44.8,0.16,0.86,1.93,2025,9,September,3,Monday
CAMP08606,2025-08-15,2025-08-21,Display,215366,14434,7164,3515,1328.08,3024.66,1.28,6,1696.58,2.28,56.09,6.7,49.63,49.06,0.09,0.19,0.38,2025,8,August,3,Friday
CAMP08607,2025-01-16,2025-01-31,Email,99410,8310,1402,625,1667.59,4149.44,1.49,15,2481.8499999999995,2.49,59.81,8.36,16.87,44.58,0.2,1.19,2.67,2025,1,January,1,Thursday
CAMP08608,2025-01-12,2025-01-25,Influencer,62026,5205,2439,1429,4564.08,10477.29,1.3,13,5913.210000000001,2.3,56.44,8.39,46.86,58.59,0.88,1.87,3.19,2025,1,January,1,Sunday
CAMP08609,2025-10-18,2025-10-28,Influencer,56376,5321,533,237,532.46,1285.56,1.41,10,753.0999999999999,2.41,58.58,9.44,10.02,44.47,0.1,1.0,2.25,2025,10,October,4,Saturday
CAMP08610,2025-08-29,2025-09-10,Social,19156,1323,364,105,3858.25,6705.54,0.74,12,2847.29,1.74,42.46,6.91,27.51,28.85,2.92,10.6,36.75,2025,8,August,3,Friday
CAMP08611,2025-01-21,2025-02-03,Social,21239,250,27,10,3651.83,6986.15,0.91,13,3334.3199999999997,1.91,47.73,1.18,10.8,37.04,14.61,135.25,365.18,2025,1,January,1,Tuesday
CAMP08612,2025-06-27,2025-07-10,Search,18014,792,368,196,1698.63,4125.57,1.43,13,2426.9399999999996,2.43,58.83,4.4,46.46,53.26,2.14,4.62,8.67,2025,6,June,2,Friday
CAMP08613,2025-08-16,2025-08-28,Search,228474,4576,688,227,4544.22,5883.93,0.29,12,1339.71,1.29,22.77,2.0,15.03,32.99,0.99,6.6,20.02,2025,8,August,3,Saturday
CAMP08614,2025-09-30,2025-10-14,Search,273061,21837,8063,3989,3311.02,8026.22,1.42,14,4715.200000000001,2.42,58.75,8.0,36.92,49.47,0.15,0.41,0.83,2025,9,September,3,Tuesday
